;table;tableDescription;fieldNr;fieldName;fieldDescription;dataType;length
;AOBDL     ;Byggdel;2;CODE      ;Byggdel;C;10
;AOBDL     ;Byggdel;3;CAPTION   ;Benämning;C;70
;AOBDL     ;Byggdel;4;USEAO     ;Används i AO/FE;I;4
;AOBDL     ;Byggdel;5;USELB     ;Används i Lägenhetsbesiktning;I;4
;AOBDL     ;Byggdel;6;PUBLISH   ;Publicera;I;4
;AOBDL     ;Byggdel;7;ISACTIVE  ;Aktiv;I;4
;AOBDL     ;Byggdel;8;TIMESTAMP ;;C;10
;AOBDT     ;Koppling Byggdel/Anmärkningstext;1;KEYAOBDT  ;Koppling Byggdel/Anmärkningstext;C;15
;AOBDT     ;Koppling Byggdel/Anmärkningstext;2;KEYAOBDL  ;Byggdel;C;15
;AOBDT     ;Koppling Byggdel/Anmärkningstext;3;KEYLBANT  ;Anmärkningstext;C;15
;AOBDT     ;Koppling Byggdel/Anmärkningstext;4;TIMESTAMP ;;C;10
;AOBSB     ;Koppling byggdel/AFF Åtgärdsgrupp nivå 1;1;KEYAOBSB  ;Koppling byggdel/AFF Åtgärdsgrupp nivå 1;C;15
;AOBSB     ;Koppling byggdel/AFF Åtgärdsgrupp nivå 1;2;KEYAOBDL  ;Byggdel;C;15
;AOBSB     ;Koppling byggdel/AFF Åtgärdsgrupp nivå 1;3;KEYSKAFB  ;AFF Åtgärdsgrupp nivå 1;C;15
;AOBSB     ;Koppling byggdel/AFF Åtgärdsgrupp nivå 1;4;TIMESTAMP ;;C;10
;AOCAP     ;Tidsbokning;1;KEYAOCAP  ;Tidsbokning;C;15
;AOCAP     ;Tidsbokning;2;KEYAOUPP  ;Arbetsorder;C;15
;AOCAP     ;Tidsbokning;3;KEYCMCTC  ;Kontakt;C;15
;AOCAP     ;Tidsbokning;4;KEYCMRGR  ;Resursgrupp;C;15
;AOCAP     ;Tidsbokning;5;CAPHEAD   ;Rubrik;C;250
;AOCAP     ;Tidsbokning;6;CAPNOTE   ;Note;M;4
;AOCAP     ;Tidsbokning;7;STARTTIME ;Starttid;T;8
;AOCAP     ;Tidsbokning;8;ENDTIME   ;Sluttid;T;8
;AOCAP     ;Tidsbokning;9;TIMESTAMP ;;C;10
;AOCRD     ;Reason completed;1;KEYAOCRD  ;Reason completed;C;15
;AOCRD     ;Reason completed;2;KEYCRUMT  ;Meddelandemall;C;15
;AOCRD     ;Reason completed;3;CODE      ;Reason completed;C;10
;AOCRD     ;Reason completed;4;CAPTION   ;Benämning;C;60
;AOCRD     ;Reason completed;5;TIMESTAMP ;;C;10
;AOCTX     ;Benämningsmall;1;KEYAOCTX  ;Benämningsmall;C;15
;AOCTX     ;Benämningsmall;2;CAPTION   ;Benämning;C;60
;AOCTX     ;Benämningsmall;3;TIMESTAMP ;;C;10
;AODEF     ;Connection detail / error type;1;KEYAODEF  ;Koppling Detalj, Feltyp;C;15
;AODEF     ;Connection detail / error type;2;KEYAODET  ;Detalj;C;15
;AODEF     ;Connection detail / error type;3;KEYAOFEL  ;Feltyp;C;15
;AODEF     ;Connection detail / error type;4;TIMESTAMP ;;C;10
;AODET     ;Detalj;1;KEYAODET  ;Detail;C;15
;AODET     ;Detalj;2;CODE      ;Detalj;C;10
;AODET     ;Detalj;3;CAPTION   ;Benämning;C;70
;AODET     ;Detalj;4;USEAO     ;Används i AO/FE;I;4
;AODET     ;Detalj;5;USELB     ;Används i Lägenhetsbesiktning;I;4
;AODET     ;Detalj;6;PUBLISH   ;Publicera;I;4
;AODET     ;Detalj;7;ISACTIVE  ;Aktiv;I;4
;AODET     ;Detalj;8;TIMESTAMP ;;C;10
;AODGT     ;Danger type;1;KEYAODGT  ;Danger type;C;15
;AODGT     ;Danger type;2;CAPTION   ;Benämning;C;50
;AODGT     ;Danger type;3;DESCRIPT  ;Beskrivning;M;4
;AODGT     ;Danger type;4;TIMESTAMP ;;C;10
;AODGV     ;Danger description;1;KEYAODGV  ;Danger description;C;15
;AODGV     ;Danger description;2;KEYAODGT  ;Danger type;C;15
;AODGV     ;Danger description;3;KEYAOUPP  ;Arbetsorder;C;15
;AODGV     ;Danger description;4;DESCRIPT  ;Åtgärdsförslag;M;4
;AODGV     ;Danger description;5;DGRSTATUS ;Status;I;4
;AODGV     ;Danger description;6;TIMESTAMP ;;C;10
;AODLD     ;Nerladdnings logg;1;KEYAODLD  ;Nedladdningslogg;C;15
;AODLD     ;Nerladdnings logg;2;KEYAOFIL  ;Fildefinition;C;15
;AODLD     ;Nerladdnings logg;3;KEYCMCTC  ;Kund;C;15
;AODLD     ;Nerladdnings logg;4;KEYCMCTC2 ;Användare;C;15
;AODLD     ;Nerladdnings logg;5;VERSION   ;Nerladdad version;C;60
;AODLD     ;Nerladdnings logg;6;DLDTIME   ;Tidpunkt;T;8
;AODLD     ;Nerladdnings logg;7;TIMESTAMP ;;C;10
;AODRA     ;Connection danger type/lease object type;1;KEYAODRA  ;Connection danger type/lease object type;C;15
;AODRA     ;Connection danger type/lease object type;2;KEYAODGT  ;Risktyp;C;15
;AODRA     ;Connection danger type/lease object type;3;KEYBAAOT  ;Arrendeobjekttyp;C;15
;AODRA     ;Connection danger type/lease object type;4;TIMESTAMP ;;C;10
;AODRB     ;Connection danger type/type of building;1;KEYAODRB  ;Connection danger type/type of building;C;15
;AODRB     ;Connection danger type/type of building;2;KEYAODGT  ;Risktyp;C;15
;AODRB     ;Connection danger type/type of building;3;KEYBABYT  ;Byggnadstyp;C;15
;AODRB     ;Connection danger type/type of building;4;TIMESTAMP ;;C;10
;AODRD     ;Connection danger type/type of construciton part;1;KEYAODRD  ;Connection danger type/type of construciton part;C;15
;AODRD     ;Connection danger type/type of construciton part;2;KEYAODGT  ;Risktyp;C;15
;AODRD     ;Connection danger type/type of construciton part;3;KEYBABDT  ;Byggnadsdelstyp;C;15
;AODRD     ;Connection danger type/type of construciton part;4;TIMESTAMP ;;C;10
;AODRF     ;Connection danger type/type of administrative unit;1;KEYAODRF  ;Connection danger type/type of administrative unit;C;15
;AODRF     ;Connection danger type/type of administrative unit;2;KEYAODGT  ;Risktyp;C;15
;AODRF     ;Connection danger type/type of administrative unit;3;KEYBAFET  ;Förvaltningsenhetstyp;C;15
;AODRF     ;Connection danger type/type of administrative unit;4;TIMESTAMP ;;C;10
;AODRH     ;Connection danger type/other rental object type;1;KEYAODRH  ;Connection danger type/other rental object type;C;15
;AODRH     ;Connection danger type/other rental object type;2;KEYAODGT  ;Risktyp;C;15
;AODRH     ;Connection danger type/other rental object type;3;KEYBAHYT  ;Övrig hyresobjekttyp;C;15
;AODRH     ;Connection danger type/other rental object type;4;TIMESTAMP ;;C;10
;AODRK     ;Connection danger type/type of component;1;KEYAODRK  ;Connection danger type/type of component;C;15
;AODRK     ;Connection danger type/type of component;2;KEYAODGT  ;Risktyp;C;15
;AODRK     ;Connection danger type/type of component;3;KEYBAKMT  ;Komponenttyp;C;15
;AODRK     ;Connection danger type/type of component;4;TIMESTAMP ;;C;10
;AODRL     ;Connection danger type/dwelling type;1;KEYAODRL  ;Connection danger type/dwelling type;C;15
;AODRL     ;Connection danger type/dwelling type;2;KEYAODGT  ;Risktyp;C;15
;AODRL     ;Connection danger type/dwelling type;3;KEYBALGT  ;Bostadstyp;C;15
;AODRL     ;Connection danger type/dwelling type;4;TIMESTAMP ;;C;10
;AODRO     ;Koppling risktyp/lokaltyp;1;KEYAODRO  ;Koppling risktyp/lokaltyp;C;15
;AODRO     ;Koppling risktyp/lokaltyp;2;KEYAODGT  ;Danger type;C;15
;AODRO     ;Koppling risktyp/lokaltyp;3;KEYBALOT  ;Premises type;C;15
;AODRO     ;Koppling risktyp/lokaltyp;4;TIMESTAMP ;;C;10
;AODRP     ;Connection danger type/vehicle space type;1;KEYAODRP  ;Connection danger type/vehicle space type;C;15
;AODRP     ;Connection danger type/vehicle space type;2;KEYAODGT  ;Risktyp;C;15
;AODRP     ;Connection danger type/vehicle space type;3;KEYBABPT  ;Bilplatstyp;C;15
;AODRP     ;Connection danger type/vehicle space type;4;TIMESTAMP ;;C;10
;AODRR     ;Connection danger type/room type;1;KEYAODRR  ;Connection danger type/room type;C;15
;AODRR     ;Connection danger type/room type;2;KEYAODGT  ;Risktyp;C;15
;AODRR     ;Connection danger type/room type;3;KEYBARUT  ;Rumstyp;C;15
;AODRR     ;Connection danger type/room type;4;TIMESTAMP ;;C;10
;AODRS     ;Connection danger type/system type;1;KEYAODRS  ;Connection danger type/system type;C;15
;AODRS     ;Connection danger type/system type;2;KEYAODGT  ;Risktyp;C;15
;AODRS     ;Connection danger type/system type;3;KEYBASYT  ;Systemtyp;C;15
;AODRS     ;Connection danger type/system type;4;TIMESTAMP ;;C;10
;AODRU     ;Connection danger type/maintenance unit type;1;KEYAODRU  ;Connection danger type/maintenance unit type;C;15
;AODRU     ;Connection danger type/maintenance unit type;2;KEYAODGT  ;Risktyp;C;15
;AODRU     ;Connection danger type/maintenance unit type;3;KEYBAUHT  ;Underhållsenhetstyp;C;15
;AODRU     ;Connection danger type/maintenance unit type;4;TIMESTAMP ;;C;10
;AODRY     ;Connection danger type/type of area;1;KEYAODRY  ;Connection danger type/type of area;C;15
;AODRY     ;Connection danger type/type of area;2;KEYAODGT  ;Risktyp;C;15
;AODRY     ;Connection danger type/type of area;3;KEYBAYTT  ;Yttyp;C;15
;AODRY     ;Connection danger type/type of area;4;TIMESTAMP ;;C;10
;AODSC     ;Koppling detalj/AFF Åtgärdsgrupp nivå 2;1;KEYAODSC  ;Koppling detalj/AFF Åtgärdsgrupp nivå 2;C;15
;AODSC     ;Koppling detalj/AFF Åtgärdsgrupp nivå 2;2;KEYAODET  ;Detalj;C;15
;AODSC     ;Koppling detalj/AFF Åtgärdsgrupp nivå 2;3;KEYSKAFC  ;AFF Åtgärdsgrupp nivå 2;C;15
;AODSC     ;Koppling detalj/AFF Åtgärdsgrupp nivå 2;4;TIMESTAMP ;;C;10
;AOEDO     ;Exception Document;1;KEYAOEDO  ;Exception Document;C;15
;AOEDO     ;Exception Document;2;KEYAOUPP  ;Arbetsorder;C;15
;AOEDO     ;Exception Document;3;KEYCMCTC  ;Kontakt;C;15
;AOEDO     ;Exception Document;4;OCCURTIME ;Time;T;8
;AOEDO     ;Exception Document;5;ERRORDOC  ;Exception Document;M;4
;AOEDO     ;Exception Document;6;TIMESTAMP ;;C;10
;AOFEL     ;Feltyp;1;KEYAOFEL  ;Feltyp;C;15
;AOFEL     ;Feltyp;2;CODE      ;Feltyp;C;10
;AOFEL     ;Feltyp;3;CAPTION   ;Benämning;C;70
;AOFEL     ;Feltyp;4;PUBLISH   ;Publicera;I;4
;AOFEL     ;Feltyp;5;ISACTIVE  ;Aktiv;I;4
;AOFEL     ;Feltyp;6;TIMESTAMP ;;C;10
;AOFGC     ;Kulturspecifikt filgrupp;1;KEYAOFGC  ;Kulturspecifikt filgrupp;C;15
;AOFGC     ;Kulturspecifikt filgrupp;2;KEYAOFGR  ;Filgrupp;C;15
;AOFGC     ;Kulturspecifikt filgrupp;3;KEYSYLNG  ;Språk;C;15
;AOFGC     ;Kulturspecifikt filgrupp;4;CAPTION   ;Benämning;C;60
;AOFGC     ;Kulturspecifikt filgrupp;5;DESCR     ;Beskrivning;M;4
;AOFGC     ;Kulturspecifikt filgrupp;6;TIMESTAMP ;;C;10
;AOFGF     ;aofgf;1;KEYAOFGF  ;;C;15
;AOFGF     ;aofgf;2;KEYAOFGR  ;Filgrupp;C;15
;AOFGF     ;aofgf;3;FILEKIND  ;;I;4
;AOFGF     ;aofgf;4;SORTORDER ;;I;4
;AOFGF     ;aofgf;5;TIMESTAMP ;;C;10
;AOFGR     ;Filgrupp;1;KEYAOFGR  ;Filgrupp;C;15
;AOFGR     ;Filgrupp;2;KEYAOVER  ;Version;C;15
;AOFGR     ;Filgrupp;3;KEYSYLMR  ;Licens;C;15
;AOFGR     ;Filgrupp;4;SORTORDER ;Sortering;I;4
;AOFGR     ;Filgrupp;5;TIMESTAMP ;;C;10
;AOFIC     ;Kulturspecifikt fildefinition;1;KEYAOFIC  ;Kulturspecifikt fildefinition;C;15
;AOFIC     ;Kulturspecifikt fildefinition;2;KEYAOFIL  ;Fildefinition;C;15
;AOFIC     ;Kulturspecifikt fildefinition;3;KEYSYLNG  ;Språk;C;15
;AOFIC     ;Kulturspecifikt fildefinition;4;CAPTION   ;Benämning;C;60
;AOFIC     ;Kulturspecifikt fildefinition;5;NOTE      ;Notering;M;4
;AOFIC     ;Kulturspecifikt fildefinition;6;TIMESTAMP ;;C;10
;AOFID     ;Publiceringsfilter;1;KEYAOFID  ;;C;15
;AOFID     ;Publiceringsfilter;2;KEYAOFIL  ;Fildefinition;C;15
;AOFID     ;Publiceringsfilter;3;KEYCMCTC  ;Kund;C;15
;AOFID     ;Publiceringsfilter;4;DEDUKIND  ;;I;4
;AOFID     ;Publiceringsfilter;5;REASON    ;Publiceringsorsak;C;100
;AOFID     ;Publiceringsfilter;6;TIMESTAMP ;;C;10
;AOFIL     ;Fildefinition;1;KEYAOFIL  ;Fildefinition;C;15
;AOFIL     ;Fildefinition;2;KEYAOFGR  ;Filgrupp;C;15
;AOFIL     ;Fildefinition;3;KEYAOVER  ;Version;C;15
;AOFIL     ;Fildefinition;4;KEYSYLMR  ;Licens;C;15
;AOFIL     ;Fildefinition;5;KEYSYLNG  ;Språk;C;15
;AOFIL     ;Fildefinition;6;KEYCMCTC  ;Kontakt;C;15
;AOFIL     ;Fildefinition;7;FILEPATH  ;Sökväg;M;4
;AOFIL     ;Fildefinition;8;PUBPATH   ;Sökväg (Publicering);M;4
;AOFIL     ;Fildefinition;9;BUILDTIME ;Tidpunkt;T;8
;AOFIL     ;Fildefinition;10;PUBTIME   ;Publiceringstid;T;8
;AOFIL     ;Fildefinition;11;VERSIONNO ;Version;C;30
;AOFIL     ;Fildefinition;12;PUBLISHED ;Publicering;I;4
;AOFIL     ;Fildefinition;13;HASDEDUCT ;;I;4
;AOFIL     ;Fildefinition;14;TIMESTAMP ;;C;10
;AOFSC     ;Koppling feltyp/AFF Åtgärdsgrupp nivå 2;1;KEYAOFSC  ;Koppling feltyp/AFF Åtgärdsgrupp nivå 2;C;15
;AOFSC     ;Koppling feltyp/AFF Åtgärdsgrupp nivå 2;2;KEYAOFEL  ;Feltyp;C;15
;AOFSC     ;Koppling feltyp/AFF Åtgärdsgrupp nivå 2;3;KEYSKAFC  ;AFF Åtgärdsgrupp nivå 2;C;15
;AOFSC     ;Koppling feltyp/AFF Åtgärdsgrupp nivå 2;4;TIMESTAMP ;;C;10
;AOHFC     ;Förändringsdokumentation, kund;1;KEYAOHFC  ;Förändringsdokumentation, kund;C;15
;AOHFC     ;Förändringsdokumentation, kund;2;KEYAOHFX  ;Förändringsdokumentation;C;15
;AOHFC     ;Förändringsdokumentation, kund;3;KEYCMCTC  ;Kontakt;C;15
;AOHFC     ;Förändringsdokumentation, kund;4;TIMESTAMP ;;C;10
;AOHFM     ;Förändringsdokumentation, modul;1;KEYAOHFM  ;Förändringsdokumentation, modul;C;15
;AOHFM     ;Förändringsdokumentation, modul;2;KEYAOHFX  ;Förändringsdokumentation;C;15
;AOHFM     ;Förändringsdokumentation, modul;3;KEYSYMDL  ;Modul;C;15
;AOHFM     ;Förändringsdokumentation, modul;4;TIMESTAMP ;;C;10
;AOHFV     ;Förändringsdokumentation, version;1;KEYAOHFV  ;Förändringsdokumentation, version;C;15
;AOHFV     ;Förändringsdokumentation, version;2;KEYAOHFX  ;Förändringsdokumentation;C;15
;AOHFV     ;Förändringsdokumentation, version;3;KEYAOVER  ;Version;C;15
;AOHFV     ;Förändringsdokumentation, version;4;TIMESTAMP ;;C;10
;AOHFX     ;Förändringsdokumentation;1;KEYAOHFX  ;Förändringsdokumentation;C;15
;AOHFX     ;Förändringsdokumentation;2;KEYAOUPP  ;Arbetsorder;C;15
;AOHFX     ;Förändringsdokumentation;3;FIXDATE   ;Åtgärdad datum;T;8
;AOHFX     ;Förändringsdokumentation;4;SWENOTE   ;Svenska;M;4
;AOHFX     ;Förändringsdokumentation;5;ENGNOTE   ;Engelska;M;4
;AOHFX     ;Förändringsdokumentation;6;CUSTSPEC  ;Kundanpassning;I;4
;AOHFX     ;Förändringsdokumentation;7;TIMESTAMP ;;C;10
;AOINT     ;Export;1;KEYAOINT  ;Export;C;15
;AOINT     ;Export;2;KEYAOUPP  ;Arbetsorder;C;15
;AOINT     ;Export;3;TIMESTAMP ;;C;10
;AOITT     ;Invoice note text;1;KEYAOITT  ;Fakturanoteringstext;C;15
;AOITT     ;Invoice note text;2;INVTEXT   ;Fakturanoteringstext;M;4
;AOITT     ;Invoice note text;3;TIMESTAMP ;;C;10
;AOKAA     ;Koppling arbetsorderkategori/åtgärd;1;KEYAOKAA  ;Connection work order category/activity;C;15
;AOKAA     ;Koppling arbetsorderkategori/åtgärd;2;KEYAOKAT  ;Arbetsorderkategori;C;15
;AOKAA     ;Koppling arbetsorderkategori/åtgärd;3;KEYAOATG  ;Åtgärd2;C;15
;AOKAA     ;Koppling arbetsorderkategori/åtgärd;4;TIMESTAMP ;;C;10
;AOKAC     ;Resurs kopplad till arbetsorderkategori;1;KEYAOKAC  ;Resurs kopplad till arbetsorderkategori;C;15
;AOKAC     ;Resurs kopplad till arbetsorderkategori;2;KEYAOKAT  ;Arbetsorderkategori;C;15
;AOKAC     ;Resurs kopplad till arbetsorderkategori;3;KEYCMCTC  ;Resurs;C;15
;AOKAC     ;Resurs kopplad till arbetsorderkategori;4;TIMESTAMP ;;C;10
;AOKAG     ;Resursgrupp kopplad till arbetsorderkategori;1;KEYAOKAG  ;Resursgrupp kopplad till arbetsorderkategori;C;15
;AOKAG     ;Resursgrupp kopplad till arbetsorderkategori;2;KEYAOKAT  ;Arbetsorderkategori;C;15
;AOKAG     ;Resursgrupp kopplad till arbetsorderkategori;3;KEYCMRGR  ;Resursgrupp;C;15
;AOKAG     ;Resursgrupp kopplad till arbetsorderkategori;4;TIMESTAMP ;;C;10
;AOKAT     ;Arbetsorderkategori;1;KEYAOKAT  ;Arbetsorderkategori;C;15
;AOKAT     ;Arbetsorderkategori;2;KEYAOPRI  ;Prioritet;C;15
;AOKAT     ;Arbetsorderkategori;3;KEYAOPAH  ;Arbetsorderpaket;C;15
;AOKAT     ;Arbetsorderkategori;4;KEYATWAY  ;Färdväg;C;15
;AOKAT     ;Arbetsorderkategori;5;KEYBARET  ;Resursplaneringstyp (Handläggare);C;15
;AOKAT     ;Arbetsorderkategori;6;KEYBARET2 ;Resursplaneringstyp;C;15
;AOKAT     ;Arbetsorderkategori;7;CAPTION   ;Arbetsorderkategori;C;30
;AOKAT     ;Arbetsorderkategori;8;NOTIADMIN ;Skicka till handläggare;I;4
;AOKAT     ;Arbetsorderkategori;9;FORCEMDL  ;Kräver modul;I;4
;AOKAT     ;Arbetsorderkategori;10;FORCEPRG  ;Kräver prioritetsgrupp;I;4
;AOKAT     ;Arbetsorderkategori;11;DEVPRJ    ;Kräver utvecklingsprojekt;I;4
;AOKAT     ;Arbetsorderkategori;12;PRINTSORT ;Print order;I;4
;AOKAT     ;Arbetsorderkategori;13;PUBLISH   ;Publish;I;4
;AOKAT     ;Arbetsorderkategori;14;ISACTIVE  ;Active;I;4
;AOKAT     ;Arbetsorderkategori;15;SMSALARM  ;Emergency number;C;60
;AOKAT     ;Arbetsorderkategori;16;TIMESTAMP ;;C;10
;AOKAX     ;Koppling arbetsorderkategori/benämningsmall;1;KEYAOKAX  ;Koppling arbetsorderkategori/benämningsmall;C;15
;AOKAX     ;Koppling arbetsorderkategori/benämningsmall;2;KEYAOKAT  ;Arbetsorderkategori;C;15
;AOKAX     ;Koppling arbetsorderkategori/benämningsmall;3;KEYAOCTX  ;Benämningsmall;C;15
;AOKAX     ;Koppling arbetsorderkategori/benämningsmall;4;TIMESTAMP ;;C;10
;AOKCO     ;Communication;1;KEYAOKCO  ;Communication;C;15
;AOKCO     ;Communication;2;KEYAOKAT  ;Category;C;15
;AOKCO     ;Communication;3;KEYCRUMT  ;Meddelandemall;C;15
;AOKCO     ;Communication;4;KEYDBFLD  ;Fält;C;15
;AOKCO     ;Communication;5;DBFLDVAL  ;Value;C;60
;AOKCO     ;Communication;6;MESSKIND  ;Notification method;I;4
;AOKCO     ;Communication;7;SENDERADR ;Sender;I;4
;AOKCO     ;Communication;8;MAILADR   ;E-mail address;C;200
;AOKCO     ;Communication;9;RECEIVER  ;Recipient;I;4
;AOKCO     ;Communication;10;TIMESTAMP ;;C;10
;AOLOH     ;Snabbsökningslogg;1;KEYAOLOH  ;Snabbsökningslogg;C;15
;AOLOH     ;Snabbsökningslogg;2;KEYSYUSR  ;Användare;C;15
;AOLOH     ;Snabbsökningslogg;3;LOGDATE   ;Datum;T;8
;AOLOH     ;Snabbsökningslogg;4;EXECTIME  ;Tid;N;10
;AOLOH     ;Snabbsökningslogg;5;RESULT    ;Resultat;I;4
;AOLOH     ;Snabbsökningslogg;6;TIMESTAMP ;;C;10
;AOLOR     ;Snabbsökningslogg - rad;1;KEYAOLOR  ;Snabbsökningslogg - rad;C;15
;AOLOR     ;Snabbsökningslogg - rad;2;KEYAOLOH  ;Snabbsökningslogg;C;15
;AOLOR     ;Snabbsökningslogg - rad;3;SLEVEL    ;Sökbegrepp;C;10
;AOLOR     ;Snabbsökningslogg - rad;4;OLEVEL    ;Söknivå;I;4
;AOLOR     ;Snabbsökningslogg - rad;5;SPART     ;Söksätt;I;4
;AOLOR     ;Snabbsökningslogg - rad;6;TEXT      ;Text;C;30
;AOLOR     ;Snabbsökningslogg - rad;7;TIMESTAMP ;;C;10
;AONWC     ;Kund;1;KEYAONWC  ;Kund;C;15
;AONWC     ;Kund;2;KEYAONWH  ;Nyhet;C;15
;AONWC     ;Kund;3;KEYCMCTC  ;Kund;C;15
;AONWC     ;Kund;4;TIMESTAMP ;;C;10
;AONWH     ;Nyhet;1;KEYAONWH  ;Nyhet;C;15
;AONWH     ;Nyhet;2;KEYSYUSR  ;Användare;C;15
;AONWH     ;Nyhet;3;NEWSDATE  ;Datum;C;10
;AONWH     ;Nyhet;4;NEWSTIME  ;Tidpunkt;C;16
;AONWH     ;Nyhet;5;ENDDATE   ;Slutdatum;C;10
;AONWH     ;Nyhet;6;PUBLISH   ;Publiceras;I;4
;AONWH     ;Nyhet;7;ALLCUST   ;Synlig för alla kunder;I;4
;AONWH     ;Nyhet;8;ALLVER    ;Synlig för alla versioner;I;4
;AONWH     ;Nyhet;9;ALLLICE   ;Synlig för alla licenser;I;4
;AONWH     ;Nyhet;10;ALLLCID   ;Synlig för alla kulturer;I;4
;AONWH     ;Nyhet;11;TIMESTAMP ;;C;10
;AONWK     ;Kultur;1;KEYAONWK  ;Kultur;C;15
;AONWK     ;Kultur;2;KEYAONWH  ;Nyhet;C;15
;AONWK     ;Kultur;3;LCID      ;Kultur;I;4
;AONWK     ;Kultur;4;TIMESTAMP ;;C;10
;AONWL     ;Licens;1;KEYAONWL  ;Licens;C;15
;AONWL     ;Licens;2;KEYAONWH  ;Nyhet;C;15
;AONWL     ;Licens;3;KEYSYLMR  ;Licens;C;15
;AONWL     ;Licens;4;TIMESTAMP ;;C;10
;AONWT     ;Nyhet;1;KEYAONWT  ;Nyhet;C;15
;AONWT     ;Nyhet;2;KEYAONWH  ;Nyhet;C;15
;AONWT     ;Nyhet;3;KEYSYLNG  ;Språk;C;15
;AONWT     ;Nyhet;4;NEWSHEAD  ;Rubrik;C;150
;AONWT     ;Nyhet;5;NEWSTEXT  ;Text;M;4
;AONWT     ;Nyhet;6;TIMESTAMP ;;C;10
;AONWV     ;Version;1;KEYAONWV  ;Version;C;15
;AONWV     ;Version;2;KEYAONWH  ;Nyhet;C;15
;AONWV     ;Version;3;KEYAOVER  ;Version;C;15
;AONWV     ;Version;4;TIMESTAMP ;;C;10
;AOORG     ;Ursprung;1;KEYAOORG  ;;C;15
;AOORG     ;Ursprung;2;CAPTION   ;Ursprung;C;70
;AOORG     ;Ursprung;3;TIMESTAMP ;;C;10
;AOPAH     ;Arbetsorderpaket;1;KEYAOPAH  ;Arbetsorderpaket;C;15
;AOPAH     ;Arbetsorderpaket;2;CAPTION   ;Benämning;C;60
;AOPAH     ;Arbetsorderpaket;3;DESCRIPT  ;Beskrivning;M;4
;AOPAH     ;Arbetsorderpaket;4;TIMESTAMP ;;C;10
;AOPAR     ;Rad;1;KEYAOPAR  ;;C;15
;AOPAR     ;Rad;2;KEYAOPAH  ;Arbetsorderpaket;C;15
;AOPAR     ;Rad;3;KEYAOPLA  ;Placering;C;15
;AOPAR     ;Rad;4;KEYAOBDL  ;Byggdel;C;15
;AOPAR     ;Rad;5;KEYAODET  ;Detalj;C;15
;AOPAR     ;Rad;6;KEYAOFEL  ;Feltyp;C;15
;AOPAR     ;Rad;7;KEYAOATG  ;Åtgärd2;C;15
;AOPAR     ;Rad;8;KEYBARET  ;Resursplaneringstyp;C;15
;AOPAR     ;Rad;9;CAPTION   ;Benämning;C;250
;AOPAR     ;Rad;10;PRINTSORT ;Sortering;I;4
;AOPAR     ;Rad;11;TIMESTAMP ;;C;10
;AOPBD     ;Byggdel i placering;1;KEYAOPBD  ;Byggdel i placering;C;15
;AOPBD     ;Byggdel i placering;2;KEYAOPLA  ;Placering;C;15
;AOPBD     ;Byggdel i placering;3;KEYAOBDL  ;Byggdel;C;15
;AOPBD     ;Byggdel i placering;4;TIMESTAMP ;;C;10
;AOPBY     ;Connection placing/type of building;1;KEYAOPBY  ;Connection test location/type of building;C;15
;AOPBY     ;Connection placing/type of building;2;KEYAOPLA  ;Placering;C;15
;AOPBY     ;Connection placing/type of building;3;KEYBABYT  ;Byggnadstyp;C;15
;AOPBY     ;Connection placing/type of building;4;TIMESTAMP ;;C;10
;AOPLA     ;Placering;1;KEYAOPLA  ;Placering;C;15
;AOPLA     ;Placering;2;CODE      ;Placering;C;10
;AOPLA     ;Placering;3;CAPTION   ;Benämning;C;70
;AOPLA     ;Placering;4;LBACTIVE  ;Motsvarar lägenheten;I;4
;AOPLA     ;Placering;5;LBCONTROL ;Lägenhetsbesiktning, handdator;I;4
;AOPLA     ;Placering;6;USEAO     ;Används i AO/FE;I;4
;AOPLA     ;Placering;7;USELB     ;Används i Lägenhetsbesiktning;I;4
;AOPLA     ;Placering;8;PUBLISH   ;Publicera;I;4
;AOPLA     ;Placering;9;ISACTIVE  ;Aktiv;I;4
;AOPLA     ;Placering;10;TIMESTAMP ;;C;10
;AOPLO     ;Connection Placing / Object type;1;KEYAOPLO  ;Koppling Placering / Objecttyp;C;15
;AOPLO     ;Connection Placing / Object type;2;KEYAOPLA  ;Placering;C;15
;AOPLO     ;Connection Placing / Object type;3;KEYCMOBT  ;Objekttyp;C;15
;AOPLO     ;Connection Placing / Object type;4;TIMESTAMP ;;C;10
;AOPRC     ;Resurs kopplad till prioritet;1;KEYAOPRC  ;Resurs kopplad till prioritet;C;15
;AOPRC     ;Resurs kopplad till prioritet;2;KEYAOPRI  ;Prioritet;C;15
;AOPRC     ;Resurs kopplad till prioritet;3;KEYCMCTC  ;Resurs;C;15
;AOPRC     ;Resurs kopplad till prioritet;4;TIMESTAMP ;;C;10
;AOPRI     ;Prioritet;1;KEYAOPRI  ;Prioritet;C;15
;AOPRI     ;Prioritet;2;KEYBARET  ;Resursplaneringstyp;C;15
;AOPRI     ;Prioritet;3;CODE      ;Prioritet;C;30
;AOPRI     ;Prioritet;4;TIDMAX    ;Förfaller;I;4
;AOPRI     ;Prioritet;5;TIDREGEL  ;Enhet;C;1
;AOPRI     ;Prioritet;6;ALERTSMS  ;Skicka larm SMS;I;4
;AOPRI     ;Prioritet;7;DEMRESO   ;Tvingande resurs;I;4
